Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV00408,C00183,P00355,23/08/2025,CYB
INV00409,C01191,"P00383,P00480,P00270,P00216,P00085,P00405",10/02/2024,TKO
INV00410,C01437,"P00395,P00306",23/12/2025,MK
INV00411,C00655,"P00535,P00474,P00494,P00426,P00013",01/02/2025,MK
INV00412,C01274,"P00383,P00480,P00270,P00216",18/09/2024,CYB
INV00413,C00500,"P00383,P00480,P00270,P00216,P00350",29/06/2025,MK
INV00414,C01375,"P00281,P00439,P00484,P00068,P00172",09/03/2024,CYB
INV00415,C00970,"P00358,P00002,P00326,P00451",09/02/2025,TKO
INV00416,C00601,"P00383,P00480,P00270,P00216,P00284",24/09/2024,MK
INV00417,C01130,"P00383,P00480,P00270,P00216,P00093,P00060",11/04/2025,TKO
INV00418,C01122,"P00383,P00480,P00270,P00216",30/10/2024,CYB
INV00419,C00971,P00169,03/11/2024,MK
INV00420,C00281,"P00246,P00168,P00316",13/05/2024,MK
INV00421,C01396,"P00419,P00034",03/09/2025,CYB
INV00422,C00534,"P00220,P00361",16/03/2025,MK
INV00423,C00047,"P00415,P00178,P00401,P00030,P00080",05/04/2024,MK
INV00424,C00238,"P00383,P00480,P00270,P00216",06/08/2024,ST
INV00425,C00412,"P00035,P00128,P00142",11/06/2025,CYB
INV00426,C01380,"P00084,P00178",30/10/2024,ST
INV00427,C00304,"P00343,P00148,P00004,P00103",17/08/2024,MK
INV00428,C00687,"P00268,P00194,P00116",06/10/2024,MK
INV00429,C00614,"P00383,P00480,P00270,P00216,P00444,P00163",13/04/2024,CYB
INV00430,C00657,"P00383,P00480,P00270,P00216,P00024,P00169",13/01/2024,MK
INV00431,C01299,"P00140,P00380,P00059",06/09/2024,MK
INV00432,C01296,"P00383,P00480,P00270,P00216,P00095,P00519",02/07/2024,CYB
INV00433,C00193,"P00529,P00015",13/08/2024,MK
INV00434,C00175,"P00383,P00480,P00270,P00216,P00386",03/07/2024,CYB
INV00435,C01372,"P00527,P00295,P00407,P00129,P00276",07/06/2025,TKO
INV00436,C01256,"P00383,P00480,P00270,P00216",26/08/2025,CYB
INV00437,C01053,"P00106,P00107,P00305",17/07/2024,CYB
INV00438,C00463,"P00383,P00480,P00270,P00216,P00116,P00392",30/03/2024,CYB
INV00439,C00580,P00231,03/09/2025,MK
INV00440,C00375,"P00066,P00036,P00149",06/11/2024,CYB
INV00441,C01075,"P00383,P00480,P00270,P00216,P00259",26/02/2024,CYB
INV00442,C00180,"P00031,P00307,P00336,P00278",16/06/2024,CYB
INV00443,C00712,"P00383,P00480,P00270,P00216,P00236,P00404",25/04/2024,MK
INV00444,C00430,"P00003,P00210,P00485",24/06/2024,MK
INV00445,C01146,"P00383,P00480,P00270,P00216,P00238",16/04/2025,MK
INV00446,C01310,"P00383,P00480,P00270,P00216,P00191,P00127",23/03/2024,ST
INV00447,C00677,"P00084,P00503,P00244,P00490",01/10/2025,ST
INV00448,C01292,P00126,12/08/2025,MK
INV00449,C01113,"P00136,P00330,P00049,P00148",02/05/2025,CYB
INV00450,C01095,"P00347,P00104,P00280,P00267",04/09/2025,CYB
INV00451,C01469,"P00248,P00056,P00201,P00519,P00194",22/11/2024,CYB
INV00452,C01078,"P00402,P00386,P00105",10/05/2024,CYB
INV00453,C00052,"P00200,P00407",04/05/2024,TKO
INV00454,C00208,"P00274,P00271",24/09/2025,ST
INV00455,C01368,"P00101,P00358,P00500,P00094,P00009",17/10/2025,CYB
INV00456,C00571,"P00301,P00090,P00048",13/09/2025,MK
INV00457,C01266,"P00096,P00303",22/01/2025,CYB
INV00458,C00951,"P00383,P00480,P00270,P00216,P00541,P00097",15/02/2025,MK
INV00459,C00765,"P00096,P00439,P00063",21/10/2024,CYB
INV00460,C01508,"P00244,P00012,P00136",07/08/2024,MK
INV00461,C01078,"P00383,P00480,P00270,P00216",06/09/2024,CYB
INV00462,C00248,"P00114,P00158,P00292",25/12/2024,CYB
INV00463,C00441,"P00383,P00480,P00270,P00216,P00221",09/11/2024,MK
INV00464,C01351,"P00383,P00480,P00270,P00216",10/02/2024,MK
INV00465,C00264,P00239,09/08/2025,MK
INV00466,C00779,"P00408,P00308",01/12/2024,MK
INV00467,C00141,"P00284,P00185,P00266",03/01/2025,CYB
INV00468,C00333,"P00033,P00198",23/09/2024,ST
INV00469,C00005,"P00369,P00410,P00291,P00178",25/04/2024,CYB
INV00470,C00256,"P00474,P00074,P00469",30/06/2024,MK
INV00471,C01108,"P00002,P00220,P00047,P00020",01/07/2025,ST
INV00472,C00469,"P00011,P00059,P00056,P00382",14/06/2025,ST
INV00473,C01343,"P00259,P00057,P00007,P00217",25/11/2024,ST
INV00474,C01113,P00418,14/10/2025,CYB
INV00475,C00055,"P00383,P00480,P00270,P00216,P00209,P00454",13/07/2025,TKO
INV00476,C01355,"P00036,P00154",07/08/2025,CYB
INV00477,C00223,"P00141,P00346,P00074,P00487,P00203",11/02/2025,CYB
INV00478,C00267,"P00120,P00494,P00142",22/12/2025,CYB
INV00479,C00412,"P00359,P00084",05/07/2024,CYB
INV00480,C01277,P00013,07/06/2025,CYB
INV00481,C00881,P00511,02/10/2024,CYB
INV00482,C00290,P00401,07/03/2025,MK
INV00483,C00729,P00220,28/03/2024,TKO
INV00484,C01294,"P00219,P00298,P00025",06/04/2025,MK
INV00485,C01118,"P00235,P00436,P00108,P00301",13/10/2024,TKO
INV00486,C01157,"P00477,P00546,P00091,P00350,P00041",28/03/2024,TKO
INV00487,C00182,"P00383,P00480,P00270,P00216,P00228,P00082",03/07/2024,MK
INV00488,C00556,"P00104,P00086",25/07/2024,MK
INV00489,C00810,"P00350,P00501,P00086,P00201,P00268",27/12/2025,ST
INV00490,C01115,"P00506,P00529,P00160,P00105,P00387",27/08/2024,CYB
INV00491,C00960,"P00378,P00128,P00045,P00411",18/01/2024,CYB
INV00492,C00256,"P00383,P00480,P00270,P00216",10/05/2025,ST
INV00493,C00964,"P00383,P00480,P00270,P00216",22/06/2025,ST
INV00494,C00399,"P00466,P00425,P00323,P00082,P00169",28/08/2024,MK
INV00495,C00815,"P00060,P00455,P00151,P00312,P00487",12/02/2025,MK
INV00496,C01328,"P00257,P00199",12/07/2025,CYB
INV00497,C00290,P00041,08/07/2025,MK
INV00498,C01273,"P00372,P00321,P00287",14/06/2025,MK
INV00499,C00362,P00222,30/10/2025,MK
INV00500,C01329,"P00271,P00044",29/04/2025,CYB
INV00501,C00601,"P00470,P00365,P00172,P00475,P00243",26/11/2024,MK
INV00502,C00479,P00280,16/03/2025,MK
INV00503,C01269,"P00506,P00177,P00064",29/12/2025,CYB
INV00504,C01052,"P00007,P00507",13/01/2024,TKO
INV00505,C00236,"P00455,P00296,P00046,P00096,P00285",15/01/2025,CYB
INV00506,C00646,"P00235,P00114,P00029,P00295",31/03/2024,TKO
INV00507,C01407,P00137,25/09/2025,ST
INV00508,C00407,"P00383,P00480,P00270,P00216",21/10/2025,CYB
INV00509,C00470,P00086,26/01/2025,MK
INV00510,C01090,"P00193,P00022,P00041,P00074",10/02/2024,MK
INV00511,C01031,"P00153,P00374,P00137,P00343",17/01/2024,MK
INV00512,C00104,"P00313,P00316,P00107,P00251",17/04/2024,ST
INV00513,C01114,"P00274,P00048,P00051,P00239,P00089",02/06/2024,TKO
INV00514,C01172,"P00406,P00425,P00027,P00386,P00153",01/02/2024,MK
INV00515,C01118,"P00383,P00480,P00270,P00216",21/07/2024,CYB
INV00516,C01012,"P00177,P00165,P00204,P00212,P00340",25/02/2024,CYB
INV00517,C01505,"P00383,P00480,P00270,P00216",02/03/2024,TKO
INV00518,C01071,"P00068,P00122",12/02/2025,MK
INV00519,C01322,"P00383,P00480,P00270,P00216",04/09/2025,TKO
INV00520,C00605,"P00337,P00099,P00222,P00022",26/06/2025,ST
INV00521,C01472,"P00227,P00406,P00134",28/03/2024,CYB
INV00522,C01082,"P00181,P00009",30/04/2024,MK
INV00523,C00663,P00252,16/06/2024,MK
INV00524,C00429,"P00383,P00480,P00270,P00216,P00440,P00233",01/07/2025,MK
INV00525,C00341,"P00345,P00081,P00411,P00170",26/11/2024,TKO
INV00526,C00175,"P00227,P00109,P00539",13/08/2024,CYB
INV00527,C00674,"P00503,P00542,P00020,P00006",04/11/2025,CYB
INV00528,C00266,"P00383,P00480,P00270,P00216,P00382,P00093",23/11/2025,MK
INV00529,C01385,"P00002,P00423,P00121",20/08/2024,CYB
INV00530,C00825,P00149,17/05/2025,MK
INV00531,C00038,"P00450,P00282,P00368,P00256,P00437",20/06/2024,MK
INV00532,C00909,"P00503,P00449,P00464,P00101",13/05/2025,CYB
INV00533,C00765,P00148,24/04/2024,ST
INV00534,C01147,"P00236,P00121,P00124,P00113,P00488",11/10/2024,MK
INV00535,C01063,P00345,30/04/2024,ST
INV00536,C01278,"P00109,P00445",12/08/2025,MK
INV00537,C00816,"P00127,P00043,P00433,P00427,P00393",26/04/2025,ST
INV00538,C00074,"P00466,P00056,P00411,P00168",22/05/2024,CYB
INV00539,C01020,"P00383,P00480,P00270,P00216",18/03/2025,CYB
INV00540,C00634,"P00280,P00069",01/12/2025,CYB
INV00541,C00109,"P00296,P00466,P00038",31/03/2025,CYB
INV00542,C01060,P00189,26/07/2024,ST
INV00543,C00422,"P00536,P00013",29/09/2025,MK
INV00544,C01503,"P00498,P00355",14/02/2024,CYB
INV00545,C00439,"P00371,P00053,P00338",09/05/2024,MK
INV00546,C00770,P00511,28/08/2024,TKO
INV00547,C00599,"P00087,P00332,P00039,P00180,P00298",15/05/2025,ST
INV00548,C01377,P00352,18/07/2025,ST
INV00549,C01409,"P00402,P00280",19/02/2025,MK
INV00550,C00938,P00039,11/09/2024,ST
INV00551,C00298,"P00383,P00480,P00270,P00216",20/03/2024,MK
INV00552,C01494,"P00218,P00014",24/04/2024,MK
INV00553,C00911,"P00246,P00206,P00095,P00200,P00081",07/09/2025,TKO
INV00554,C00189,"P00383,P00480,P00270,P00216,P00304,P00088",29/05/2024,MK
INV00555,C00038,"P00483,P00351,P00019,P00336,P00287",08/12/2025,MK
INV00556,C00906,"P00081,P00161,P00320",15/07/2025,MK
INV00557,C00587,"P00241,P00160,P00147",04/10/2024,TKO
INV00558,C00116,"P00383,P00480,P00270,P00216",14/06/2024,CYB
INV00559,C00942,"P00535,P00505,P00495,P00235,P00146",22/05/2024,TKO
INV00560,C00328,"P00268,P00317,P00056,P00336",25/03/2025,CYB
INV00561,C01262,"P00509,P00201,P00124",11/06/2025,MK
INV00562,C00627,P00133,09/07/2025,ST
INV00563,C00709,"P00110,P00419",03/03/2024,CYB
INV00564,C00107,"P00383,P00480,P00270,P00216,P00149",05/04/2025,MK
INV00565,C01000,"P00383,P00480,P00270,P00216",25/12/2025,MK
INV00566,C00795,"P00347,P00256,P00079,P00143,P00080",14/03/2024,MK
INV00567,C01486,"P00383,P00480,P00270,P00216,P00006",29/05/2024,CYB
INV00568,C00716,"P00254,P00215,P00441,P00033",20/07/2025,CYB
INV00569,C01171,"P00479,P00475",12/02/2025,TKO
INV00570,C01319,"P00209,P00029,P00255,P00455",31/12/2025,TKO
INV00571,C01083,"P00383,P00480,P00270,P00216,P00298",24/10/2025,MK
INV00572,C00707,"P00422,P00033",27/08/2025,TKO
INV00573,C00593,P00231,14/03/2024,TKO
INV00574,C01355,"P00383,P00480,P00270,P00216",18/04/2025,TKO
INV00575,C00448,"P00383,P00480,P00270,P00216,P00069,P00035",24/10/2024,ST
INV00576,C00935,"P00401,P00239,P00283,P00417",30/06/2024,MK
INV00577,C00953,"P00383,P00480,P00270,P00216",23/02/2024,ST
INV00578,C01449,"P00323,P00173,P00465",11/10/2024,CYB
INV00579,C00655,"P00383,P00480,P00270,P00216,P00533,P00163",28/01/2025,ST
INV00580,C00576,"P00180,P00413,P00302,P00497,P00382",16/09/2025,MK
INV00581,C00272,"P00315,P00396,P00113,P00543",24/07/2024,ST
INV00582,C00625,"P00417,P00260,P00392",23/12/2025,ST
INV00583,C00395,P00108,08/03/2024,ST
INV00584,C01255,"P00383,P00480,P00270,P00216",20/08/2024,MK
INV00585,C00744,"P00180,P00456,P00451",25/08/2024,MK
INV00586,C00807,"P00383,P00480,P00270,P00216,P00073",18/07/2024,TKO
INV00587,C01367,P00508,18/04/2024,ST
INV00588,C01006,P00155,15/11/2025,MK
INV00589,C00304,"P00016,P00061,P00336,P00393,P00306",26/01/2025,MK
INV00590,C00209,P00146,22/06/2024,CYB
INV00591,C01273,"P00514,P00129",16/04/2024,CYB
INV00592,C00785,"P00223,P00175,P00148,P00490",14/04/2024,CYB
INV00593,C01038,"P00415,P00514,P00242,P00028,P00422",09/09/2025,TKO
INV00594,C00841,"P00102,P00443",15/05/2025,MK
INV00595,C00740,"P00389,P00056,P00116",11/02/2024,MK
INV00596,C01202,P00512,01/07/2024,TKO
INV00597,C00169,P00018,26/08/2024,ST
INV00598,C01110,"P00196,P00138,P00430",07/09/2024,TKO
INV00599,C01458,P00282,26/07/2024,MK
INV00600,C00568,P00549,04/10/2025,MK
INV00601,C01176,"P00276,P00300,P00258,P00233,P00210",16/05/2025,TKO
INV00602,C00043,"P00383,P00480,P00270,P00216",15/01/2025,TKO
INV00603,C00860,"P00067,P00148,P00358,P00280",04/02/2024,MK
INV00604,C00963,"P00443,P00149,P00383",21/06/2024,TKO
INV00605,C00934,"P00383,P00480,P00270,P00216,P00418,P00241",07/12/2024,ST
INV00606,C00777,"P00191,P00436,P00260,P00434",12/06/2025,CYB
INV00607,C01040,"P00283,P00138,P00058,P00274,P00355",02/05/2024,ST
INV00608,C00002,"P00351,P00326",21/02/2024,MK
INV00609,C00589,"P00415,P00156,P00278,P00130",15/03/2025,CYB
INV00610,C00262,P00276,08/12/2025,MK
INV00611,C01397,"P00077,P00399,P00421",02/01/2024,CYB
INV00612,C01015,"P00403,P00286",14/01/2025,CYB
INV00613,C00795,"P00383,P00480,P00270,P00216,P00392,P00169",13/11/2024,CYB
INV00614,C00013,P00049,21/06/2025,MK
INV00615,C01126,P00149,02/10/2025,CYB
INV00616,C00132,"P00361,P00374,P00200,P00355",16/12/2025,MK
INV00617,C00138,"P00044,P00390",16/10/2025,TKO
INV00618,C01301,"P00283,P00149,P00408,P00225,P00215",15/08/2024,MK
INV00619,C01345,"P00383,P00480,P00270,P00216",02/03/2024,CYB
INV00620,C00796,P00121,05/04/2024,MK
INV00621,C00359,"P00072,P00508,P00248",22/10/2025,CYB
INV00622,C00176,"P00069,P00289,P00191,P00403,P00225",03/08/2024,MK
INV00623,C01469,"P00051,P00311,P00175,P00062",16/03/2025,CYB
INV00624,C00834,P00424,20/04/2024,TKO
INV00625,C00812,"P00383,P00480,P00270,P00216,P00007,P00298",13/08/2025,CYB
INV00626,C00013,"P00487,P00175",30/06/2025,TKO
INV00627,C00664,"P00383,P00480,P00270,P00216,P00337",24/11/2024,CYB
INV00628,C00150,"P00322,P00206,P00379,P00370",30/04/2024,TKO
INV00629,C01321,"P00442,P00542,P00486,P00051,P00079",02/05/2024,MK
INV00630,C00816,"P00350,P00545",08/05/2025,CYB
INV00631,C00590,P00342,06/04/2024,ST
INV00632,C01056,"P00131,P00413,P00184,P00476",25/04/2025,ST
INV00633,C00249,"P00383,P00480,P00270,P00216,P00312,P00464",12/09/2025,MK
INV00634,C00415,P00497,04/04/2025,MK
INV00635,C01405,"P00383,P00480,P00270,P00216",20/07/2024,CYB
INV00636,C01417,P00302,10/08/2024,CYB
INV00637,C00588,P00421,14/12/2025,TKO
INV00638,C01214,"P00168,P00435,P00441,P00343",16/01/2024,CYB
INV00639,C01041,"P00121,P00364,P00271",19/04/2025,MK
INV00640,C00297,"P00192,P00153,P00427",30/11/2024,CYB
INV00641,C01005,"P00487,P00519,P00437,P00062,P00017",09/08/2024,ST
INV00642,C00267,"P00400,P00529",24/06/2024,MK
INV00643,C01240,"P00383,P00480,P00270,P00216,P00304",13/05/2025,MK
INV00644,C00273,"P00520,P00017,P00288",04/11/2024,TKO
INV00645,C00148,"P00485,P00214,P00419,P00227,P00051",16/01/2025,CYB
INV00646,C00946,"P00260,P00088,P00134,P00370",15/12/2024,TKO
INV00647,C00987,"P00392,P00398,P00523,P00120",08/02/2025,CYB
INV00648,C01019,P00393,11/02/2025,TKO
INV00649,C01097,"P00383,P00480,P00270,P00216,P00022",26/11/2024,MK
INV00650,C00616,"P00383,P00480,P00270,P00216",19/06/2025,MK
INV00651,C01018,"P00485,P00426",06/01/2025,ST
INV00652,C00946,"P00455,P00148,P00352",17/08/2025,CYB
INV00653,C00814,"P00074,P00022,P00290,P00035,P00298",11/09/2025,CYB
INV00654,C00549,"P00383,P00480,P00270,P00216",03/12/2024,MK
INV00655,C00597,"P00390,P00385",18/07/2025,MK
INV00656,C00212,"P00383,P00480,P00270,P00216,P00423",30/11/2025,MK
INV00657,C00540,P00322,22/06/2025,CYB
INV00658,C00001,"P00247,P00343,P00072",29/03/2025,ST
INV00659,C00404,"P00138,P00246,P00104,P00208,P00245",26/05/2025,CYB
INV00660,C00085,"P00383,P00480,P00270,P00216,P00050,P00312",07/12/2024,CYB
INV00661,C00305,"P00383,P00028,P00541",03/07/2024,ST
INV00662,C00029,"P00270,P00396,P00449",29/01/2025,CYB
INV00663,C01048,"P00238,P00530,P00338,P00346,P00173",06/07/2025,MK
INV00664,C00121,"P00383,P00480,P00270,P00216",08/08/2025,CYB
INV00665,C00764,"P00116,P00357",21/05/2024,TKO
INV00666,C00837,"P00043,P00172,P00103",21/04/2024,ST
INV00667,C00271,"P00383,P00480,P00270,P00216",29/10/2025,MK
INV00668,C01479,P00052,29/05/2024,TKO
INV00669,C01056,"P00323,P00525",23/04/2025,ST
INV00670,C00080,"P00499,P00117",22/12/2024,MK
INV00671,C00961,"P00383,P00480,P00270,P00216,P00473,P00245",04/12/2025,ST
INV00672,C00802,"P00167,P00148",31/10/2025,CYB
INV00673,C00331,P00364,23/02/2024,CYB
INV00674,C00528,"P00383,P00480,P00270,P00216,P00185,P00273",13/02/2025,CYB
INV00675,C01264,P00408,14/10/2024,ST
INV00676,C00626,"P00235,P00352",01/02/2025,CYB
INV00677,C00495,"P00370,P00390",30/10/2025,ST
INV00678,C00613,"P00383,P00480,P00270,P00216,P00233",06/11/2025,CYB
INV00679,C01231,"P00373,P00453",14/11/2024,MK
INV00680,C01173,"P00330,P00028,P00417",21/02/2024,TKO
INV00681,C01124,P00209,03/03/2025,MK
INV00682,C00693,"P00299,P00211,P00105,P00090",18/04/2025,CYB
INV00683,C01344,"P00383,P00480,P00270,P00216",01/05/2025,MK
INV00684,C00834,"P00125,P00476,P00428,P00419,P00444",28/09/2025,TKO
INV00685,C00837,P00490,29/09/2024,MK
INV00686,C00850,"P00005,P00195",07/07/2024,ST
INV00687,C00584,"P00503,P00454,P00316",27/02/2025,ST
INV00688,C01241,"P00083,P00535,P00058,P00072",20/09/2025,CYB
INV00689,C00253,"P00089,P00162,P00449,P00004,P00102",07/03/2024,MK
INV00690,C01195,"P00294,P00149",25/08/2024,CYB
INV00691,C00773,"P00383,P00480,P00270,P00216,P00052,P00367",15/11/2025,TKO
INV00692,C00148,P00077,04/11/2024,MK
INV00693,C01497,"P00326,P00454",22/10/2025,CYB
INV00694,C00636,"P00125,P00187",25/01/2024,CYB
INV00695,C00041,"P00383,P00480,P00270,P00216,P00016",16/02/2024,CYB
INV00696,C00013,P00072,26/12/2025,MK
INV00697,C01478,"P00383,P00480,P00270,P00216,P00273,P00352",03/12/2025,MK
INV00698,C00870,"P00046,P00245,P00370",28/12/2025,TKO
INV00699,C00651,P00409,29/07/2025,MK
INV00700,C00293,"P00498,P00053,P00239,P00218,P00499",06/03/2025,TKO
INV00701,C00417,"P00428,P00549",25/12/2024,MK
INV00702,C00311,"P00256,P00385,P00409,P00201,P00410",18/06/2025,ST
INV00703,C00282,"P00133,P00086,P00045",14/06/2024,ST
INV00704,C00864,P00465,08/02/2025,MK
INV00705,C00793,"P00383,P00480,P00270,P00216",08/11/2025,CYB
INV00706,C00854,P00074,12/11/2024,CYB
INV00707,C00027,"P00039,P00319,P00285",17/07/2025,TKO
INV00708,C00205,"P00256,P00016,P00147,P00248",28/07/2025,MK
INV00709,C00962,P00136,19/10/2025,MK
INV00710,C01157,P00035,29/06/2025,MK
INV00711,C00898,"P00547,P00252,P00398",29/12/2025,CYB
INV00712,C01198,P00306,07/08/2025,MK
INV00713,C01240,"P00318,P00106,P00150",21/10/2025,MK
INV00714,C01465,"P00062,P00222,P00114,P00301",25/09/2024,MK
INV00715,C00536,"P00107,P00457,P00277,P00263",22/08/2025,CYB
INV00716,C00471,"P00354,P00396,P00086,P00081,P00430",13/02/2025,MK
INV00717,C00144,"P00383,P00480,P00270,P00216",08/10/2024,CYB
INV00718,C00059,"P00252,P00488,P00107",17/11/2024,MK
INV00719,C01217,P00012,03/01/2024,MK
INV00720,C01116,"P00383,P00480,P00270,P00216",16/08/2024,CYB
INV00721,C00282,"P00541,P00297,P00432,P00270",18/11/2025,CYB
INV00722,C01098,"P00423,P00110,P00073,P00118,P00401",26/03/2025,MK
INV00723,C00882,"P00383,P00480,P00270,P00216,P00289,P00047",20/09/2025,MK
INV00724,C00324,"P00362,P00398,P00436,P00085,P00144",22/08/2025,CYB
INV00725,C01218,P00035,15/03/2024,MK
INV00726,C01280,P00070,16/11/2024,MK
INV00727,C00819,"P00383,P00480,P00270,P00216",09/11/2024,MK
INV00728,C00634,"P00086,P00271",16/07/2024,TKO
INV00729,C00735,P00051,13/10/2025,MK
INV00730,C00633,"P00014,P00074,P00400,P00390,P00114",12/07/2024,MK
INV00731,C00377,"P00391,P00377,P00269,P00097",15/02/2025,CYB
INV00732,C00166,"P00393,P00203,P00313,P00383,P00473",21/09/2024,ST
INV00733,C00975,"P00263,P00359,P00055,P00221,P00497",23/03/2024,MK
INV00734,C01205,"P00183,P00219,P00206,P00271",21/06/2025,MK
INV00735,C00976,"P00240,P00432,P00452",27/09/2024,CYB
INV00736,C01504,"P00479,P00290,P00011,P00061",21/12/2025,TKO
INV00737,C00532,"P00095,P00114,P00184",22/01/2024,CYB
INV00738,C00732,"P00463,P00228",30/11/2024,CYB
INV00739,C01231,"P00093,P00114,P00420,P00170",30/11/2025,TKO
INV00740,C00393,"P00513,P00138",15/12/2025,MK
INV00741,C00892,"P00039,P00132",13/02/2025,CYB
INV00742,C01325,"P00532,P00062",19/12/2025,MK
INV00743,C00830,"P00383,P00480,P00270,P00216,P00338",20/01/2024,MK
INV00744,C00968,"P00383,P00480,P00270,P00216,P00299",24/11/2025,ST
INV00745,C00139,P00268,25/03/2024,MK
INV00746,C00731,"P00284,P00407",03/02/2025,MK
INV00747,C00456,"P00148,P00541,P00460,P00260",16/05/2025,CYB
INV00748,C00952,"P00242,P00399,P00537",03/02/2025,ST
INV00749,C00294,"P00383,P00480,P00270,P00216,P00286",10/06/2025,MK
INV00750,C00706,"P00383,P00480,P00270,P00216,P00344",17/03/2024,CYB
INV00751,C00288,"P00370,P00236,P00358,P00513",27/10/2024,MK
INV00752,C01437,"P00070,P00314,P00315,P00120",18/05/2025,MK
INV00753,C00663,"P00345,P00200,P00310,P00352",26/12/2024,TKO
INV00754,C00852,"P00358,P00095,P00518",13/12/2025,MK
INV00755,C00623,"P00371,P00402,P00467,P00326,P00299",17/01/2024,CYB
INV00756,C00130,P00492,15/08/2025,TKO
INV00757,C00092,"P00372,P00018,P00515",02/06/2024,MK
INV00758,C01047,"P00067,P00396,P00214,P00257",12/04/2025,ST
INV00759,C00304,"P00298,P00232,P00422,P00448,P00128",04/11/2024,CYB
INV00760,C00183,"P00526,P00296",08/12/2025,TKO
INV00761,C00093,"P00424,P00488,P00328,P00482",11/10/2025,MK
INV00762,C00230,"P00010,P00213,P00207,P00494,P00016",06/09/2025,MK
INV00763,C00510,"P00383,P00480,P00270,P00216,P00202",17/11/2025,ST
INV00764,C00002,"P00034,P00300,P00120",21/09/2025,CYB
INV00765,C00031,"P00293,P00041,P00003,P00416,P00125",04/08/2025,ST
INV00766,C00606,"P00222,P00383",04/08/2024,MK
INV00767,C01286,"P00315,P00358",18/08/2025,MK
INV00768,C00616,"P00189,P00375,P00203",29/11/2025,TKO
INV00769,C01324,"P00484,P00091,P00258",15/11/2025,TKO
INV00770,C01316,"P00310,P00344,P00394",01/10/2025,ST
INV00771,C00467,P00287,14/09/2025,CYB
INV00772,C00701,"P00276,P00273,P00307,P00382,P00503",25/11/2024,MK
INV00773,C00477,"P00413,P00539,P00386,P00517,P00307",05/07/2025,TKO
INV00774,C00084,P00085,26/12/2024,CYB
INV00775,C00680,"P00498,P00308",04/09/2024,TKO
INV00776,C00573,"P00383,P00480,P00270,P00216,P00537",16/05/2024,CYB
INV00777,C00779,"P00397,P00342",06/01/2024,CYB
INV00778,C00214,P00008,10/03/2024,MK
INV00779,C00602,P00203,09/12/2024,MK
INV00780,C00247,"P00483,P00287",03/12/2024,MK
INV00781,C00310,"P00383,P00480,P00270,P00216,P00471",23/02/2024,MK
INV00782,C01310,"P00135,P00262,P00140,P00028",03/10/2024,MK
INV00783,C00498,"P00341,P00264,P00242,P00418",26/01/2024,CYB
INV00784,C00534,P00161,06/10/2024,CYB
INV00785,C00920,"P00266,P00002,P00050,P00280,P00476",20/08/2024,MK
INV00786,C01111,"P00265,P00169,P00065,P00369,P00192",11/01/2025,MK
INV00787,C01175,"P00115,P00102,P00378,P00133,P00241",07/11/2024,CYB
INV00788,C00713,"P00383,P00480,P00270,P00216,P00478,P00458",03/05/2025,CYB
INV00789,C00489,"P00104,P00119,P00378,P00323,P00160",10/03/2024,MK
INV00790,C00248,"P00497,P00019,P00410",05/05/2025,CYB
INV00791,C01239,P00189,10/02/2024,ST
INV00792,C01002,"P00390,P00442,P00504,P00198,P00011",26/05/2025,MK
INV00793,C00188,"P00098,P00097,P00325,P00075",05/06/2025,MK
INV00794,C00981,"P00136,P00168,P00281,P00433,P00130",11/09/2025,MK
INV00795,C00353,"P00481,P00146",09/01/2025,CYB
INV00796,C01021,P00286,03/03/2025,CYB
INV00797,C00706,"P00432,P00354,P00198",03/03/2025,MK
INV00798,C01241,"P00110,P00291,P00023,P00241",29/09/2025,CYB
INV00799,C00621,"P00383,P00480,P00270,P00216",08/05/2024,MK
INV00800,C01265,"P00122,P00471,P00411",26/09/2024,CYB
INV00801,C00454,"P00216,P00369,P00534,P00440",18/07/2025,CYB
INV00802,C00192,"P00411,P00040,P00156,P00045,P00366",07/02/2024,TKO
INV00803,C00689,"P00383,P00480,P00270,P00216",23/07/2025,ST
